YYYY-MM-DD,daily_rain,max_temp,min_temp
1958-01-01,6.122222222222224,24.466666666666665,18.288888888888888
1958-01-02,12.1,27.18888888888889,16.04444444444444
1958-01-03,0.0,27.255555555555553,15.822222222222223
1958-01-04,0.30000000000000004,28.62222222222222,16.81111111111111
1958-01-05,0.288888888888889,28.255555555555553,15.644444444444446
1958-01-06,0.0,33.666666666666664,14.377777777777778
1958-01-07,0.0,31.166666666666668,17.466666666666665
1958-01-08,0.0,27.977777777777774,17.08888888888889
1958-01-09,0.0,30.333333333333332,17.2
1958-01-10,0.0,32.011111111111106,15.700000000000001
1958-01-11,0.0,34.05555555555556,16.611111111111114
1958-01-12,0.0,36.17777777777778,19.51111111111111
1958-01-13,0.8222222222222223,30.399999999999995,18.744444444444447
1958-01-14,0.0,34.47777777777778,16.522222222222222
1958-01-15,0.0,37.08888888888889,17.922222222222224
1958-01-16,0.0,35.455555555555556,20.233333333333334
1958-01-17,0.0,31.988888888888894,20.84444444444445
1958-01-18,0.2666666666666667,31.366666666666667,19.844444444444445
1958-01-19,0.9666666666666666,33.455555555555556,20.11111111111111
1958-01-20,0.03333333333333333,29.566666666666663,19.91111111111111
1958-01-21,0.011111111111111112,34.900000000000006,19.07777777777778
1958-01-22,25.044444444444444,34.72222222222222,16.066666666666666
1958-01-23,0.0,30.255555555555556,19.400000000000002
1958-01-24,5.7555555555555555,30.977777777777774,19.144444444444442
1958-01-25,4.9222222222222225,30.744444444444444,19.566666666666666
1958-01-26,6.488888888888888,31.988888888888887,20.322222222222223
1958-01-27,0.37777777777777777,32.3,19.522222222222222
1958-01-28,0.0,32.48888888888889,19.133333333333333
1958-01-29,0.0,31.255555555555564,19.344444444444445
1958-01-30,0.15555555555555556,31.122222222222224,20.922222222222224
1958-01-31,4.5888888888888895,27.788888888888888,21.8
1958-02-01,18.944444444444443,27.53333333333333,22.455555555555556
1958-02-02,10.411111111111111,33.233333333333334,20.07777777777778
1958-02-03,5.522222222222222,32.48888888888889,18.77777777777778
1958-02-04,0.03333333333333334,32.488888888888894,20.15555555555555
1958-02-05,0.0,32.711111111111116,20.233333333333334
1958-02-06,0.0,32.02222222222222,20.68888888888889
1958-02-07,4.644444444444444,30.26666666666667,18.855555555555558
1958-02-08,0.8666666666666667,31.22222222222222,19.211111111111112
1958-02-09,0.0,30.599999999999998,19.922222222222224
1958-02-10,0.0,32.8,21.266666666666666
1958-02-11,4.444444444444445,33.666666666666664,21.044444444444444
1958-02-12,7.6000000000000005,33.01111111111111,21.066666666666666
1958-02-13,0.4222222222222223,29.28888888888889,18.41111111111111
1958-02-14,0.0,28.477777777777774,17.622222222222224
1958-02-15,0.0,28.988888888888887,18.01111111111111
1958-02-16,0.0,27.711111111111116,18.922222222222224
1958-02-17,0.4000000000000001,25.58888888888889,19.67777777777778
1958-02-18,2.7111111111111112,27.1,19.633333333333333
1958-02-19,2.366666666666667,26.255555555555553,20.844444444444445
1958-02-20,7.522222222222222,29.188888888888894,22.92222222222222
1958-02-21,85.54444444444445,23.255555555555556,19.53333333333333
1958-02-22,18.83333333333333,25.844444444444445,17.32222222222222
1958-02-23,1.366666666666667,32.55555555555556,17.01111111111111
1958-02-24,0.0,27.611111111111107,18.41111111111111
1958-02-25,0.0,27.666666666666668,16.422222222222224
1958-02-26,0.0,28.666666666666668,16.788888888888888
1958-02-27,0.0,29.622222222222224,16.61111111111111
1958-02-28,0.0,29.944444444444443,16.91111111111111
1958-03-01,0.0,30.23333333333333,15.855555555555554
1958-03-02,0.0,31.71111111111111,16.211111111111112
1958-03-03,0.0,32.3,18.366666666666664
1958-03-04,27.344444444444445,29.811111111111114,18.288888888888888
1958-03-05,0.0,29.311111111111114,20.17777777777778
1958-03-06,55.388888888888886,23.72222222222222,18.022222222222222
1958-03-07,1.011111111111111,28.77777777777778,17.888888888888886
1958-03-08,0.0,29.711111111111116,19.322222222222223
1958-03-09,0.1,30.055555555555557,20.32222222222222
1958-03-10,3.688888888888889,31.65555555555556,19.700000000000003
1958-03-11,1.211111111111111,31.666666666666668,20.644444444444442
1958-03-12,0.1111111111111111,31.200000000000003,21.422222222222224
1958-03-13,34.733333333333334,30.955555555555552,19.855555555555554
1958-03-14,0.07777777777777778,29.200000000000003,20.233333333333334
1958-03-15,8.700000000000001,25.322222222222223,18.9
1958-03-16,0.7333333333333333,22.733333333333334,17.477777777777774
1958-03-17,1.0111111111111113,23.388888888888886,17.177777777777777
1958-03-18,2.2888888888888888,24.688888888888886,16.977777777777774
1958-03-19,2.5222222222222226,25.644444444444446,17.355555555555558
1958-03-20,3.155555555555555,25.977777777777774,15.955555555555557
1958-03-21,0.08888888888888888,27.52222222222222,17.04444444444444
1958-03-22,0.0,30.255555555555556,17.655555555555555
1958-03-23,0.0,30.877777777777776,17.155555555555555
1958-03-24,0.0,31.755555555555556,18.966666666666665
1958-03-25,0.0,28.977777777777774,15.511111111111111
1958-03-26,0.0,26.400000000000002,16.833333333333336
1958-03-27,0.0,28.0,14.18888888888889
1958-03-28,0.0,29.733333333333334,15.555555555555555
1958-03-29,0.0,28.466666666666665,20.611111111111107
1958-03-30,0.5222222222222221,25.38888888888889,19.188888888888883
1958-03-31,2.2111111111111112,23.544444444444444,19.911111111111108
1958-04-01,6.288888888888888,23.644444444444446,20.133333333333333
1958-04-02,11.066666666666666,24.566666666666666,20.12222222222222
1958-04-03,13.488888888888889,22.844444444444445,19.58888888888889
1958-04-04,11.488888888888887,25.411111111111108,18.41111111111111
1958-04-05,6.388888888888889,25.13333333333334,16.444444444444443
